,index,team,player,location
1992,3317,England,Luke Shaw,"[20.1, 9.0]"
1993,3319,England,Harry Maguire,"[16.5, 31.8]"
1994,3320,England,Harry Kane,"[17.6, 29.0]"
1995,3321,England,Declan Rice,"[9.0, 45.4]"
1996,3322,England,Jack Grealish,"[8.8, 63.5]"
1997,3325,England,Luke Shaw,"[85.8, 3.9]"
1998,3329,England,Declan Rice,"[95.2, 21.9]"
1999,3333,England,John Stones,"[57.1, 67.1]"
2000,3335,England,Luke Shaw,"[68.7, 12.6]"
2001,3336,England,Kyle Walker,"[39.8, 67.5]"
2002,3337,England,Bukayo Saka,"[85.4, 70.8]"
2003,3338,England,Jude Bellingham,"[106.5, 6.7]"
2004,3339,England,Jude Bellingham,"[94.6, 4.5]"
2005,3340,England,Philip Foden,"[62.7, 9.9]"
2006,3342,England,Harry Maguire,"[109.3, 22.3]"
2007,3345,England,Harry Kane,"[90.8, 5.0]"
2008,3347,England,Luke Shaw,"[32.9, 34.6]"
2009,3350,England,Eric Dier,"[72.9, 76.7]"
2010,3352,England,Kyle Walker,"[70.2, 76.7]"
2011,3353,England,Mason Mount,"[80.3, 49.3]"
2012,3354,England,Mason Mount,"[72.2, 8.1]"
2013,3355,England,Declan Rice,"[26.9, 30.2]"
2014,3356,England,Jude Bellingham,"[47.0, 10.6]"
2015,3357,England,Jude Bellingham,"[82.4, 24.8]"
2016,3359,England,Luke Shaw,"[49.9, 3.4]"
2017,3360,England,Harry Kane,"[84.6, 63.8]"
2018,3361,England,Luke Shaw,"[62.2, 4.6]"
2019,3363,England,Harry Kane,"[36.6, 58.0]"
2020,3370,England,Jordan Brian Henderson,"[81.8, 66.3]"
2021,3372,England,Declan Rice,"[44.8, 64.8]"
2022,3373,England,Harry Maguire,"[57.0, 22.9]"
2023,3375,England,Declan Rice,"[24.5, 25.2]"
2024,3377,England,Harry Kane,"[56.7, 15.3]"
2025,3378,England,Mason Mount,"[81.1, 13.9]"
2026,3380,England,Jack Grealish,"[87.3, 5.4]"
2027,3391,England,Kyle Walker,"[3.9, 63.6]"
2028,3396,England,John Stones,"[5.0, 50.2]"
2029,3397,England,Kyle Walker,"[12.9, 43.0]"
2030,3405,England,Luke Shaw,"[6.3, 33.7]"
2031,3406,England,Jude Bellingham,"[79.8, 8.2]"
2032,3409,England,Harry Maguire,"[21.1, 16.2]"
2033,3411,England,Kyle Walker,"[63.0, 77.4]"
2034,3412,England,Harry Maguire,"[3.5, 34.6]"
2035,3414,England,Luke Shaw,"[3.5, 7.1]"
2036,3415,England,Eric Dier,"[4.9, 34.6]"
2037,3416,England,Harry Maguire,"[4.5, 42.0]"
2038,3418,England,Jude Bellingham,"[82.3, 5.5]"
2039,3420,England,Jordan Brian Henderson,"[39.5, 24.6]"
2040,3424,England,Jordan Pickford,"[6.5, 63.6]"
2041,3425,England,Jordan Pickford,"[2.2, 39.0]"
2042,3426,England,Jordan Pickford,"[3.0, 39.4]"
2043,3427,England,Jordan Pickford,"[1.6, 43.6]"
2044,3431,England,Jordan Pickford,"[2.7, 41.2]"
2045,3435,England,Jordan Pickford,"[2.2, 40.4]"
2046,3436,England,Jordan Pickford,"[1.3, 40.3]"
2047,3437,England,Jordan Pickford,"[2.1, 39.9]"
2048,3438,England,Jordan Pickford,"[2.6, 37.9]"
2049,3439,England,Jordan Pickford,"[4.5, 41.3]"
2050,3440,England,Jordan Pickford,"[1.4, 39.5]"
2051,3442,England,Jordan Pickford,"[1.1, 39.9]"
2052,3445,England,,"[47.2, 54.9]"
2053,3446,England,Harry Kane,"[94.4, 54.2]"
2054,3447,England,Jude Bellingham,"[96.1, 2.7]"
2055,3448,England,Jordan Brian Henderson,"[70.1, 59.0]"
2056,3449,England,Harry Kane,"[93.0, 21.9]"
2057,3450,England,Kyle Walker,"[52.3, 56.1]"
2058,3451,England,Philip Foden,"[92.5, 18.8]"
2059,3453,England,Harry Kane,"[81.7, 13.7]"
2060,3455,England,Philip Foden,"[88.4, 18.1]"
2061,3458,England,Harry Kane,"[96.4, 71.3]"
2062,3460,England,Harry Kane,"[58.1, 9.4]"
2063,3462,England,Jordan Brian Henderson,"[97.2, 69.0]"
2064,3464,England,Harry Kane,"[97.4, 58.2]"
2065,3465,England,John Stones,"[113.5, 45.4]"
2066,3469,England,Jordan Brian Henderson,"[107.6, 38.0]"
2067,3470,England,Harry Kane,"[110.0, 39.3]"
2068,3471,England,Harry Kane,"[104.3, 50.7]"
2069,3473,England,Bukayo Saka,"[107.7, 53.4]"
2070,3474,England,Harry Kane,"[90.5, 27.1]"
2071,3475,England,Bukayo Saka,"[111.0, 35.9]"
2072,3481,England,Marcus Rashford,"[117.8, 45.9]"
2073,3484,England,,
2074,3485,England,,
2075,3490,England,Bukayo Saka,
2076,3491,England,Philip Foden,
2077,3493,England,Jude Bellingham,
2078,3494,England,John Stones,
2079,3495,England,Jordan Brian Henderson,
2080,3499,England,,
